OID_,Nimi,Namn,OLOTILA,TOIMENPIDE,PAIVITTAJA,PAIVITYSAJ,TYYPPI,NIMISTOLAJ,TALLENNUSA,LUOKKA,TALLENTAJA,GlobalID,x,y,Kunta
114,Kormuniitty,Kormängen,1, , ,,rakennettu luonnonkohde,puisto,2/3/2016 0:00,433,ritva.myyrylainen,{5AAD2526-721D-4B1B-819B-DDA704E87185},396284.5349,6683603.812,Vantaa
115,Talvikkipuisto,Pyrolaparken,1, ,arsi.juote,6/21/2011 0:00,rakennettu luonnonkohde,puisto,1/31/2000 0:00,433, ,{E13829BD-A814-4973-8B13-5439C155ED34},391378.8251,6686267.906,Vantaa
116,Viinikanmetsä,Vinikskogen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",9/1/2000 0:00,433, ,{4EFDBDB3-C026-4C15-A3F4-2470802C6281},384524.0736,6689224.245,Vantaa
117,Linkopuisto,Slungparken,1, , ,,rakennettu luonnonkohde,puisto,9/20/2013 0:00,433,ritva.myyrylainen,{3315F248-34E2-41B3-829D-CDF465E9B044},384499.6888,6686073.923,Vantaa
118,Leppäkorpi,Alkärr,1, ,tarja.itatalo@vantaa.fi,1/26/2021 0:00,kaupunginosan nimi,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",11/19/1999 0:00,433, ,{BF5C5947-639B-4CE6-AC56-045E88170B15},395138.5171,6692682.808,Vantaa
119,Linnunpesä,Fågelboet,1, , ,,rakennettu luonnonkohde,Viheralue,6/10/2015 0:00,433,ritva.myyrylainen,{24B56866-6BD9-4088-8F6F-EA50F50B78E1},393574.1917,6693690.197,Vantaa
120,Lillpetas,Lillpetas,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{6E70E150-9BB7-44EF-B719-A11C080098F2},393359.6651,6687724.488,Vantaa
121,Metsolanmäki,Skogsbacken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{B8651B55-060E-414D-87D1-AF8CE157C859},394151.3004,6691823.286,Vantaa
122,Viittapuisto,Vägvisarparken,1, , ,,rakennettu luonnonkohde,Puisto,1/4/2018 0:00,433,ritva.myyrylainen,{CAEA8D13-2356-4E59-AC51-237FF97225C8},379326.36,6681392.447,Vantaa
123,Kurtturuusunpuisto,Vresrosparken,1, , ,,rakennettu luonnonkohde,puisto,2/6/2014 0:00,433,eeva.seppanen,{AF20E8A5-667B-4455-8536-1B69047D7AEB},390829.4497,6686994.348,Vantaa
124,Oravamäki,Ekorrbacken,1, ,tarja.itatalo@vantaa.fi,1/29/2021 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,11/29/2005 0:00,433, ,{162758B0-5E1F-49E4-8BBC-53AFBA22ABFE},396180.9876,6686542.529,Vantaa
125,Stambo,Stambo,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{DBF341C0-0A03-4162-BC15-C2EB22960401},379999.506,6691144.051,Vantaa
126,Tähkätori,Axtorget,1, ,ritva.myyrylainen,1/5/2018 0:00,rakennettu luonnonkohde,"tori, katuaukio",12/13/1999 0:00,433, ,{15BFB589-B8BF-4106-A1AD-4B67BB687C47},392877.6291,6686393.308,Vantaa
127,Matarinmäki,Matarbacken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{22BB4ECE-BF8F-41C2-94ED-77415838BB04},394084.757,6690482.312,Vantaa
128,Iinaanniemi, ,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,12/20/2017 0:00,433,ritva.myyrylainen,{A74A8D6E-F48F-4B66-A1BB-5DEF6A0C1AE3},382425.3677,6693456.237,Vantaa
129,Lippupuisto,Flaggparken,1, , ,,rakennettu luonnonkohde,puisto,10/6/2015 0:00,433,ritva.myyrylainen,{FFF5941F-9DF5-4C1A-8844-041C0AD5C077},381485.6463,6689052.577,Vantaa
130,Vilhelmsberg,Vilhelmsberg,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",5/10/2006 0:00,433, ,{98AD01A2-20BA-45E4-B9D0-F1B999D0B678},385677.4895,6684459.926,Vantaa
131,Ohjaspuisto,Tömparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{93E58D68-8714-47B0-9EFF-CAFB5C1A6AA2},377270.7816,6681549.503,Vantaa
132,Ulkokaarre,Ytterkurvan,1, ,ritva.myyrylainen,9/19/2013 0:00,rakennettu luonnonkohde,Viheralue,9/19/2013 0:00,433,ritva.myyrylainen,{F2A54905-3568-4DBE-BA00-269896C7FC0C},379934.1336,6689491.004,Vantaa
133,Satopuisto,Skördparken,1, ,arsi.juote,6/21/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{60925237-0776-49DF-860B-96C24FFABF81},392961.993,6686112.921,Vantaa
134,Sateenkaarenpuisto,Regnbågsparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{F9470095-6D5C-45A0-89AD-D97E14BF094D},394931.3201,6691280.344,Vantaa
135,Bergkulla,Bergkulla,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{3509CC54-F89B-46EA-8C28-E3319067B629},396902.7091,6685811.987,Vantaa
136,Adelheidinpuisto,Adelheidsparken,1, ,eeva.seppanen,1/30/2014 0:00,rakennettu luonnonkohde,puisto,1/30/2014 0:00,433,eeva.seppanen,{CDBF6776-39BB-4ECF-A0AC-9331D39CBE56},391939.1334,6684371.629,Vantaa
137,Paalutori,Påltorget,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,"tori, katuaukio",,433, ,{87674793-3C81-4B10-BAA6-269B5E000DCD},381183.7189,6682445.323,Vantaa
138,Brudbrinken,Brudbrinken,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,11/17/1999 0:00,433, ,{2FA791CE-422C-486B-B443-483202BFE484},396487.2092,6687811.825,Vantaa
139,Ojangon ulkoilualue,Gjutans friluftsområde,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,5/23/2000 0:00,433, ,{9ADCF317-F059-492C-AE9F-51EF3CA92829},396074.9035,6682847.355,Vantaa
140,Viikatepuisto,Lieparken,1, ,ritva.myyrylainen,9/1/2015 0:00,rakennettu luonnonkohde,puisto,,433, ,{B1ECB283-82BF-47E1-9CE9-A9080E5DF0C8},378350.9323,6681184.586,Vantaa
141,Korpikontionpuisto,Skogsbjörnsparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{9DA7D978-2C13-4F92-9238-F18E7EE48206},394563.4277,6692677.701,Vantaa
142,Essonpuisto,Essoparken,1, , ,,rakennettu luonnonkohde,puisto,2/8/2016 0:00,433,ritva.myyrylainen,{7DBCE87F-1DD0-4DBE-B9A1-5EE336377351},396547.6211,6691481.951,Vantaa
143,Kiilanpelto,Kilaåkern,1, , ,,rakennettu luonnonkohde,"Viljelysnimi(pelto, niitty,...)",5/11/2016 0:00,433,ritva.myyrylainen,{297D36CA-0148-4419-8A0E-EE495ABFED39},385051.5877,6690490.879,Vantaa
144,Lentokenttä, ,1, ,tarja.itatalo@vantaa.fi,1/26/2021 0:00,kaupunginosan nimi,muu,,433, ,{A1C2CBF7-A456-4484-B2BE-D02F9C4A31BF},387349.3652,6689229.308,Vantaa
145,Tuomipuisto,Häggparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{D11DFAD8-323A-4D25-841C-291CA4CD89DE},393492.2541,6683663.641,Vantaa
146,Minttupuisto,Myntaparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{B8962F2C-02AE-4564-A845-FB5B92F2032B},390778.9583,6686788.45,Vantaa
147,Ahlkulla,Ahlkulla,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{ACB7E0CF-BFFD-473E-BA88-3B7F44595FD8},378929.8197,6691343.628,Vantaa
148,Luhtaanmäki,Luhtabacka,1, ,tarja.itatalo@vantaa.fi,1/26/2021 0:00,kaupunginosan nimi,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",11/19/1999 0:00,433, ,{7989BEF5-3EE3-4D35-8E24-D1C47A0FE2B3},379442.5569,6691859.953,Vantaa
149,Ulkoniitty,Utängen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,11/16/1999 0:00,433, ,{0C5DF154-4EC2-4CB0-B02A-33237A7AB686},378773.6371,6683607.984,Vantaa
150,Kuussillanniitty,Sexbroängen,1, ,tarja.itatalo@vantaa.fi,12/29/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,11/29/2005 0:00,433, ,{497BD5A8-DE4E-4203-89EA-CBA99784832E},394535.7434,6681712.981,Vantaa
151,Martinkylänpelto,Mårtensbyåkern,1, , ,,rakennettu luonnonkohde,puisto,9/2/2015 0:00,433,ritva.myyrylainen,{6A45285C-AF66-48B9-8BED-73E71A492CC4},382602.5567,6685862.077,Vantaa
152,Källbo,Källbo,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{490F0C86-5FF4-4BE7-86E4-FFB9FC9C6913},384796.9264,6691627.825,Vantaa
153,Orrbacka,Orrbacka,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{41062B8E-1734-45E4-BA90-82EE2D412959},380807.7738,6694277.937,Vantaa
154,Tuulensuunpuisto,Tuulensuuparken,1, ,eija.nygard,10/12/2016 0:00,rakennettu luonnonkohde,puisto,12/21/1999 0:00,433, ,{D180E8D0-0D1D-4DC5-B3EC-C36292516F08},385824.4296,6685842.319,Vantaa
155,Nummenreuna,Malmkanten,1, ,ritva.myyrylainen@vantaa.fi,6/30/2020 0:00,luonnollinen luonnonkohde,Puisto,4/2/2014 0:00,433,eeva.seppanen,{986B59FE-B01D-4F8C-821C-503ABDF3B634},394509.1506,6684673.099,Vantaa
156,Bäckesåkrarna,Bäckesåkrarna,1, ,ritva.myyrylainen,9/25/2013 0:00,rakennettu luonnonkohde,Puisto,9/25/2013 0:00,433,ritva.myyrylainen,{85323F60-98CF-4E8D-A019-51F282671592},386663.2919,6684286.184,Vantaa
157,Vanha kääntöpaikka,Gamla vändstället,1, , ,,rakennettu luonnonkohde,Viheralue,4/17/2018 0:00,433,ritva.myyrylainen,{C34E2553-EC08-453F-B785-ED8DC4BCFAA4},381230.3463,6684763.863,Vantaa
158,Lamminsuo,Lamminsuo,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,,433, ,{3163D1E5-53E8-49AB-B0C4-8A343341FDAD},379220.2435,6695498.326,Vantaa
159,Maarukka,Maarukka,1, ,Konversio,12/1/2011 0:00,luonnollinen luonnonkohde,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",11/17/1999 0:00,433, ,{E0F4214C-667E-427B-9727-DF8BD6D75E87},395282.8138,6690399.49,Vantaa
160,Hylkeenpesä,Sälboet,1, , ,,rakennettu luonnonkohde,Viheralue,3/15/2016 0:00,433,ritva.myyrylainen,{A3387AF3-0401-4E9B-ACC4-3F756E45DAAC},395706.4129,6692166.689,Vantaa
161,Kontiopuisto,Björnparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{EB72493C-2A56-42BA-BC33-098300F15307},394805.5767,6693114.813,Vantaa
162,Myyrmäen urheilupuisto,Myrbacka idrottspark,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{9E0ED641-0F9E-45A5-ABF3-7D6065031471},380522.1489,6682610.629,Vantaa
163,Hannusas,Hannusas,1, ,ritva.myyrylainen@vantaa.fi,1/3/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",11/26/2004 0:00,433, ,{1DE1A13A-94A2-46F2-BD82-A0823346F182},388526.6474,6684697.493,Vantaa
164,Abrams,Abrams,1, ,Konversio,12/1/2011 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",5/10/2006 0:00,433, ,{B9E508C1-98E3-42C7-B40F-3E04E1399DDB},381865.4969,6681820.675,Vantaa
165,Seppälä,Seppälä,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{5A9F91F7-29DE-49F5-9493-7C2732783242},381822.7841,6693702.195,Vantaa
166,Pesäpuunpuisto,Boträdsparken,1, ,ritva.myyrylainen,6/10/2015 0:00,rakennettu luonnonkohde,puisto,11/17/1999 0:00,433, ,{DE5365F1-F114-4096-BC5B-787155933043},393683.4642,6693757.346,Vantaa
167,Kiillepuisto,Glimmerparken,1, ,sirpa.glad,5/5/2015 0:00,rakennettu luonnonkohde,puisto,11/17/1999 0:00,433, ,{DA211594-EE8B-4F60-9BFE-00B5E777AB92},381111.2198,6689112.96,Vantaa
168,Petikonhuippu,Petiktoppen,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,luonnollinen luonnonkohde,Katu,12/19/2014 0:00,433,ritva.myyrylainen,{F0F77577-834B-42D7-AF13-EDC9922D01F1},378464.8852,6687576.709,Vantaa
169,Kärppäpuisto,Hermelinparken,1, ,mika.rantanen,5/11/2017 0:00,rakennettu luonnonkohde,puisto,,433, ,{181C1886-2B6F-4598-B814-8BB76E3BE2DC},394467.9423,6693154.299,Vantaa
170,Mertaranta,Mjärdstranden,1, ,ritva.myyrylainen,5/21/2015 0:00,rakennettu luonnonkohde,puisto,5/21/2015 0:00,433,ritva.myyrylainen,{875562C7-CC7F-4E45-9A6C-FCDBF2815F23},396519.5785,6691382.251,Vantaa
171,Husbackanniitty,Husbackaängen,1, ,ritva.myyrylainen,5/11/2016 0:00,rakennettu luonnonkohde,puisto,5/11/2016 0:00,433,ritva.myyrylainen,{A738A508-8007-4EA7-A241-8CE10C9E926F},381813.7934,6681629.86,Vantaa
172,Konkoonkalliot,Kongobergen,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,12/13/1999 0:00,433, ,{029EF0CC-F16E-4A02-B50A-39AF8C60976E},376885.3523,6692454.555,Vantaa
173,Fridkulla,Fridkulla,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{FB1C5528-BC84-4EBD-8635-871D5C7AC667},382548.9646,6693508.503,Vantaa
174,Kirkkoranta,Kyrkostranden,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{8A4296C1-8656-446A-BE94-539253301764},389336.9842,6684848.721,Vantaa
175,Kukinniitty,Kuggängen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,11/16/1999 0:00,433, ,{0BA8D8B5-7C5C-44A5-8599-937E0815B8B1},382008.5433,6684435.619,Vantaa
176,Helsinginmäenpelto,Helsingebacksåkern,1, ,ritva.myyrylainen,9/1/2015 0:00,rakennettu luonnonkohde,Viheralue,9/1/2015 0:00,433,ritva.myyrylainen,{DDB6E013-0F44-40F6-87A1-35FAD63AB980},377735.5315,6683699.633,Vantaa
177,Jokivarrenvalli,Jokivarsivallen,1, , ,,rakennettu luonnonkohde,Viheralue,2/8/2016 0:00,433,ritva.myyrylainen,{F29F5EDE-08A6-4738-BF86-AFD9D90BFDE3},395907.2494,6692512.66,Vantaa
178,Maisemapuisto,Landskapsparken,1, ,eeva.seppanen,4/2/2014 0:00,rakennettu luonnonkohde,puisto,8/8/2000 0:00,433, ,{91FF0F4E-1275-4EAE-8A48-060974D0B225},390188.2059,6688978.283,Vantaa
179,Reinonpuisto,Reinoparken,1, ,eeva.seppanen,7/9/2014 0:00,rakennettu luonnonkohde,puisto,7/9/2014 0:00,433,eeva.seppanen,{8C78BE0C-DDFA-4206-BDF5-E50504DF0C7B},394294.4451,6689200.356,Vantaa
180,Nybacka,Nybacka,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{D2514041-4D5E-4788-8662-EF730FB6A055},377548.3845,6686433.208,Vantaa
181,Kallaspuisto,Randparken,1, ,eija.nygard,3/16/2016 0:00,rakennettu luonnonkohde,puisto,7/22/2005 0:00,433, ,{FF1EAB8F-262C-4CA7-A169-7377054D8B8E},390149.2232,6690319.272,Vantaa
182,Kittskärret,Kittskärret,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,3/11/2016 0:00,433,ritva.myyrylainen,{4C8B988D-F427-40F5-9ABA-DE23687D0929},398329.548,6687580.606,Vantaa
183,Kivivuori,Stenberget,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,11/16/1999 0:00,433, ,{E471B383-86EB-4208-BB54-8FC0EB6832C8},381582.5069,6684664.4,Vantaa
184,Sydänpuisto,Hjärteparken,1, ,ritva.myyrylainen,8/17/2017 0:00,rakennettu luonnonkohde,puisto,,433, ,{46F90F3F-5A5F-4E36-9F34-5CCF78D4D1BC},393000.2375,6689788.394,Vantaa
185,Lavangonsuo,Lavangomossen,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,1/31/2000 0:00,433, ,{C19BE3A6-B18A-4135-A53B-12A13D539F54},386562.3254,6690458.255,Vantaa
186,Samuel Broteruksen puisto,Samuel Broterus park,1, ,eeva.seppanen,4/3/2014 0:00,rakennettu luonnonkohde,puisto,,433, ,{DE12706F-1F8D-4D32-A878-A3B71F5D4215},388305.3983,6684368.244,Vantaa
187,Långåkern,Långåkern,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,,433, ,{667C0036-DE35-4A68-A76D-2408792A45F7},396659.4879,6679708.766,Vantaa
188,Jokiuomanpuisto,Ådalsparken,1, ,ritva.myyrylainen@vantaa.fi,10/26/2022 0:00,rakennettu luonnonkohde,puisto,,433, ,{AED2105A-CBDD-4AAA-8553-0AB1FEACBC7B},381686.6391,6683875.759,Vantaa
189,Siriuksenpuisto,Siriusparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{5CA316F5-72D6-4867-A63F-AB1FFD1F263C},394203.584,6691465.767,Vantaa
190,Ohrapelto,Kornåkern,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{8FCBAF30-5AD4-4698-B6DC-2F22F7D6FA65},393129.4098,6686680.15,Vantaa
191,Toteemiaukio,Totemplatsen,1, , ,,rakennettu luonnonkohde,"tori, katuaukio",1/4/2018 0:00,433,ritva.myyrylainen,{6557F827-6155-4BDA-8F30-36607482E750},381176.4118,6683246.764,Vantaa
192,Mäkelä,Mäkelä,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{D5828FA8-E48E-4CB7-BF87-7C3B72955A42},379415.2758,6694053.902,Vantaa
193,Postimerkki,Frimärket,1, ,ritva.myyrylainen@vantaa.fi,11/15/2019 0:00,rakennettu luonnonkohde,puisto,6/21/2004 0:00,433, ,{7E0E58F9-37D2-4427-BDA9-F66E38CE25E4},385395.5873,6686393.268,Vantaa
194,Potinkorpi,Pottkärret,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{DD3F9277-4713-4B10-9599-A1E7F397D13D},382357.6895,6685240.837,Vantaa
195,Kalmuri,Kallmuren,1, , ,,rakennettu luonnonkohde,puisto,3/14/2016 0:00,433,ritva.myyrylainen,{941753E3-373D-491D-A31A-9DAEF6924304},394141.8067,6692877.37,Vantaa
196,Erikas,Erikas,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",11/16/1999 0:00,433, ,{3D03A0E2-45E8-4741-A229-43CC18E0D3F8},381930.8701,6686346.212,Vantaa
197,Värttinäpuisto,Sländparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{4556BE3E-71D7-4790-9F5D-9D5ED59834C8},395567.3769,6685766.18,Vantaa
198,Kulokukkula,Bränntoppen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,5/18/2004 0:00,433, ,{3B7374F5-FCFB-4A41-8BD5-FDC315618D7C},392194.9398,6691295.06,Vantaa
199,Muurahaiskeko,Myrstacket,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,2/27/2004 0:00,433, ,{9BA54D1C-0D20-45DA-988A-814FC10B1E7D},397068.0354,6690390.223,Vantaa
200,Smeds,Smeds,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",5/9/2006 0:00,433, ,{995F7731-0303-4B93-9851-AB60ABA67B3B},382416.3813,6685629.698,Vantaa
201,Sutars,Sutars,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",5/9/2006 0:00,433, ,{74C67CF2-C0B2-4987-9C80-3B511337FA2E},384752.7432,6684030.883,Vantaa
202,Myyrmäenmetsä,Myrbackaskogen,1, , ,,rakennettu luonnonkohde,puisto,10/23/2012 0:00,433,eeva.seppanen,{DB42D03A-332A-4B1A-B459-5E75EA0A4F28},380281.2324,6682487.697,Vantaa
203,Kiirunapuisto,Fjällripsparken,1, ,ritva.myyrylainen,2/27/2015 0:00,rakennettu luonnonkohde,puisto,7/25/2005 0:00,433, ,{C64B01D3-7E50-4A8B-A99B-7E2CD222CC78},393172.0257,6691659.858,Vantaa
204,Buldersinpuisto,Buldersparken,1, , ,,rakennettu luonnonkohde,puisto,2/26/2016 0:00,433,ritva.myyrylainen,{B4783496-E1AF-4C77-808E-AD94BEEBACC3},382440.927,6685505.241,Vantaa
205,Heikbacka,Heikbacka,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",2/4/2016 0:00,433,ritva.myyrylainen,{7784B61F-D8C4-4F34-9142-CC87462AF2F9},397141.2252,6681337.601,Vantaa
206,Haxberginhaka,Haxbergshagen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{9EB86130-6367-463B-AB30-6EEEF5BD9203},393309.0194,6690373.955,Vantaa
207,Peltovuorenmetsä,Åkerbergsskogen,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,6/21/2000 0:00,433, ,{73241799-16A9-4906-A9EC-EB9FCDCCFC44},385315.6489,6685162.121,Vantaa
208,Kiilanranta,Kilastranden,1, ,tarja.itatalo@vantaa.fi,1/29/2021 0:00,rakennettu luonnonkohde,Viheralue,2/11/2016 0:00,433,ritva.myyrylainen,{FF5BB3C3-BCA7-4D14-8B36-AA4450940623},385170.9311,6690885.811,Vantaa
209,Lyhtypuisto,Lyktparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{B35BEB32-C8AE-4976-A876-4BBFC44A0C41},382382.6275,6683843.501,Vantaa
210,Päivättärenpuisto,Päivätärparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,10/25/2000 0:00,433, ,{4F61BC5E-A02A-43C7-A7E3-5C96E97111A3},395261.2437,6688322.866,Vantaa
211,Nummimäet,Nummimäet,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,,433, ,{8E6A1041-2159-4337-B21B-1AA6AE347CB7},377291.9923,6690848.67,Vantaa
212,Tullipuisto,Tullparken,1, , ,,rakennettu luonnonkohde,puisto,10/14/2016 0:00,433,ritva.myyrylainen,{5E8D8F4C-026D-4CA8-AB96-E60E77C9A57A},389282.1548,6687583.778,Vantaa
213,Villisianpuisto,Vildsvinsparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,8/16/2001 0:00,433, ,{CD9FCABE-7610-4B7D-A6A6-E0222BA14E7C},394621.5168,6692506.208,Vantaa
214,Karhunjälki,Björnspåret,1, , ,,rakennettu luonnonkohde,Puisto,1/5/2018 0:00,433,ritva.myyrylainen,{CABF1E76-2F68-4433-833A-062D3A8E815A},384608.5051,6684385.369,Vantaa
215,Itä-Hakkilan kenttä,Östra Haxböle plan,1, ,ritva.myyrylainen@vantaa.fi,9/16/2020 0:00,rakennettu luonnonkohde,urheilualue (kentät),2/5/2016 0:00,433,ritva.myyrylainen,{0D5D5D4D-F3D3-4666-B8C5-0E4193E1C78C},395360.098,6685639.56,Vantaa
216,Tavellkärret,Tavellkärret,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,luonnollinen luonnonkohde,Luontoon liityvät nimet,3/11/2016 0:00,433,ritva.myyrylainen,{3B166D20-D034-46C2-B885-CD8374CB1D05},398612.0661,6687227.33,Vantaa
217,Karlsro,Karlsro,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",12/22/1999 0:00,433, ,{4A75C129-6405-4CB3-A3A7-6B9F66870B28},383296.858,6687833.117,Vantaa
218,Kiiltokallionpelto,Glitterbergsåkern,1, , ,,rakennettu luonnonkohde,puisto,2/5/2016 0:00,433,ritva.myyrylainen,{74255377-EE2D-456C-BF90-0B8BE6047CC7},396736.6705,6686026.97,Vantaa
219,Vankilanreuna,Fängelsekanten,1, ,ritva.myyrylainen,12/19/2017 0:00,rakennettu luonnonkohde,puisto,2/5/2016 0:00,433,ritva.myyrylainen,{3B37EB26-70A6-41AB-9B54-D61533A253CE},394969.1739,6685102.413,Vantaa
220,Koivunlehti,Björkbladet,1, , ,,rakennettu luonnonkohde,Viheralue,9/7/2015 0:00,433,ritva.myyrylainen,{6BD057A2-1082-44E7-A8F3-7BAB160F86D5},377623.1154,6685602.053,Vantaa
221,Tienvieri,Vägkanten,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{08402544-6DE8-49B0-BFA5-ABE36CCD1446},378986.9841,6682853.039,Vantaa
222,Uudenrajanpuisto,Nyråparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,8/17/2000 0:00,433, ,{0A77378E-D106-41C0-999E-7A7D162E3607},391717.7302,6687969.309,Vantaa
223,Metsätähdenpuisto,Skogsstjärneparken,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,puisto,,433, ,{F4E02CD7-1387-4AEC-B31C-232CDE7DA26F},391952.9957,6687467.257,Vantaa
224,Kuusisto,Kuusisto,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennuskohteet,"Asutusnimi(talo, torppa,...)",,433, ,{ACA2B277-EFFB-4576-9FCA-4C1697A82986},383774.6089,6692671.616,Vantaa
225,Kelokallio,Torraksberget,1, , ,,rakennettu luonnonkohde,puisto,12/31/2015 0:00,433,ritva.myyrylainen,{30F06E49-CF59-4450-8BD7-3D0A20B35B75},394844.4527,6682318.072,Vantaa
