Nimi_suom,Nimi_ruots,Kunta
Haapala,Haapala,Vantaa
Haapalanoja,Haapalabäcken,Vantaa
Haapalantie,Haapalavägen,Vantaa
Haapamäentie,Aspbacksvägen,Vantaa
Haapanatie,Bläsandsvägen,Vantaa
Haapasaari,Haapasaari,Vantaa
Haapatie,Aspvägen,Vantaa
Haarikkokuja,Narvgränden,Vantaa
Haarikkopuisto,Narvparken,Vantaa
Haarikkotie,Narvvägen,Vantaa
Haarniskapuisto,Harneskparken,Vantaa
Haarniskatie,Harneskvägen,Vantaa
Haasia,Hässja,Vantaa
Haasiakuja,Hässjegränden,Vantaa
Haasiapolku,Hässjestigen,Vantaa
Haavikkotie,Aspskogsvägen,Vantaa
Hagalund,Hagalund,Vantaa
Hagelstaminpuisto,Hagelstamparken,Vantaa
Hagelstamintie,Hagelstamvägen,Vantaa
Haikarapolku,Storkstigen,Vantaa
Haikararinne,Storkbrinken,Vantaa
Haikaratie,Storkvägen,Vantaa
Hailipolku,Vassbuksstigen,Vantaa
Hailitie,Vassbuksvägen,Vantaa
Haka,Hagen,Vantaa
Hakakallio,Hagberget,Vantaa
Hakakorpi,Hagkärret,Vantaa
Hakalehdonkuja,Hagalundsgränden,Vantaa
Hakamaankuja,Hagmarksgränden,Vantaa
Hakamaanpolku,Hagmarksstigen,Vantaa
Hakamäenkuja,Hagbacksgränden,Vantaa
Håkansbölen kartano,Håkansböle gård,Vantaa
Håkansbölen kylätie,Håkansböle byväg,Vantaa
Hakaoja,0,Vantaa
Hakapolku,Hagstigen,Vantaa
Hakasuonkalliot,Hagakärrsbergen,Vantaa
Hakasuonpolku,Hagkärrsstigen,Vantaa
Hakasuonrinne,Hagkärrsbrinken,Vantaa
Hakasuontie,Hagkärrsvägen,Vantaa
Hakatie,Hagvägen,Vantaa
Hakepolku,Flisstigen,Vantaa
Häkiläniitynaukio,Häckelängsplatsen,Vantaa
Häkiläniitynkatu,Häckelängsgatan,Vantaa
Häkiläniitynkuja,Häckelängsgränden,Vantaa
Häkiläniitynpolku,Häckelängsstigen,Vantaa
Häkilätie,Häcklevägen,Vantaa
Hakinpolku,Haxstigen,Vantaa
Hakinpuisto,Haxparken,Vantaa
Hakintie,Haxvägen,Vantaa
Hakkila,Haxböle,Vantaa
Hakkilan kivisilta,Haxböle stenbro ,Vantaa
Hakkilankaari,Haxböleslingan,Vantaa
Hakkilankallio,Haxberget,Vantaa
Hakkilankulma,Haxbölehörnet,Vantaa
Hakkilanranta,Haxbölestranden,Vantaa
Hakkuupolku,Hyggesstigen,Vantaa
Hakkuutie,Hyggesvägen,Vantaa
Hakokuja,Granrisgränden,Vantaa
Hakopolku,Granrisstigen,Vantaa
Hakopuisto,Granrisparken,Vantaa
Hakunila,Håkansböle,Vantaa
Hakunilan urheilupuisto,Håkansböle idrottspark,Vantaa
Hakunilanraitti,Håkansleden,Vantaa
Halkokuja,Vedgränden,Vantaa
Halkotie,Vedvägen,Vantaa
Hallakuja,Frostgränden,Vantaa
Hallapolku,Froststigen,Vantaa
Hallarinne,Frostbrinken,Vantaa
Hallinpiha,Gråsälsgården,Vantaa
Halmeenreuna,Svedåkerskanten,Vantaa
Halmekuja,Svedåkersgränden,Vantaa
Halssinpolku,Halssinpolku,Vantaa
Haltialansilta,Tomtbackabron,Vantaa
Haltianpuisto,Haltiaparken,Vantaa
Haltiantie,Haltiavägen,Vantaa
Hamarapolku,Yxhammarstigen,Vantaa
Hamarapuisto,Yxhammarparken,Vantaa
Hämeenkylä,Tavastby,Vantaa
Hämeenkylän kartano,Tavastkulla gård,Vantaa
Hämeenkylänkenttä,Tavastbyplanen,Vantaa
Hämeenkyläntie,Tavastbyvägen,Vantaa
Hämeenlinnanväylä,Tavastehusleden,Vantaa
Hämevaara,Tavastberga,Vantaa
Hämevaarankenttä,Tavastbergaplanen,Vantaa
Hämevaaranoja,Tavastbergabäcken,Vantaa
Hanaböle,Hanaböle,Vantaa
Hanabölen Pikkukoski,Hanaböle Lillfors,Vantaa
Hanabölen rantatie,Hanaböle strandväg,Vantaa
Hanabölenkoski,Hanaböle Sågfors,Vantaa
Hanabölentie,Hanabölevägen,Vantaa
Hanalanpuisto,Hanaböleparken,Vantaa
Hanatie,Hanavägen,Vantaa
Hanhikuja,Gåsgränden,Vantaa
Hanhiniitty,Gåsängen,Vantaa
Hanhiniitynsilta,Gåsängsbron ,Vantaa
Hanhitie,Gåsvägen,Vantaa
Hankapuisto,Årtullsparken,Vantaa
Hankatie,Årtullsvägen,Vantaa
Hankikuja,Skarsnögränden,Vantaa
Hankoja,Hankoja,Vantaa
Hannu I. Miettisen aukio,Hannu I. Miettinens plats,Vantaa
Hannula,Hannula,Vantaa
Hannulansilta ,Hannulabron,Vantaa
Hannunkuja,Hannugränden,Vantaa
Hannusas,Hannusas,Vantaa
Hansinkatu,Hansgatan,Vantaa
Hansinpuisto,Hansparken,Vantaa
Hanskallio,Hanskallio,Vantaa
Hanskallionkuja,Hansbergsgränden,Vantaa
Hanskalliontie,Hansbergsvägen,Vantaa
Hanurikuja,Dragspelsgränden,Vantaa
Haperokuja,Krämlagränden,Vantaa
Harajuurentie,Korallrotsvägen,Vantaa
Harakkakuja,Skatgränden,Vantaa
Harakkasaaren polku,Harakkasaaristigen,Vantaa
Haravakuja,Räfsgränden,Vantaa
Haravapolku,Räfsstigen,Vantaa
Harjalinnunkuja,Härfågelgränden,Vantaa
Harjalinnunpolku,Härfågelstigen,Vantaa
Harjalinnuntie,Härfågelvägen,Vantaa
Harjukuja,Åsgränden,Vantaa
Harjula,Harjula,Vantaa
Harjulankuja,Harjulagränden,Vantaa
Harjunreuna,Åsliden,Vantaa
Harjupuisto,Åsparken,Vantaa
Harjupuistonkenttä,Åsparksplanen,Vantaa
Harjurinne,Åsbrinken,Vantaa
Harjusuo,Harjusuo,Vantaa
Harjutie,Åsvägen,Vantaa
Härkähaankuja,Oxhagsgränden,Vantaa
Härkähaanpolku,Oxhagsstigen,Vantaa
Härkälenkinpolku,Oxlänksstigen,Vantaa
Härkälenkki,Oxlänken,Vantaa
Härkäpuisto,Oxparken,Vantaa
Härkävaljakonpuisto,Oxspannsparken,Vantaa
Härkävaljakontie,Oxspannsvägen,Vantaa
Härkävuorentie,Oxbergsvägen,Vantaa
Harkkokuja,Tackgränden,Vantaa
Harmaahylkeenkuja,Gråsälsgränden,Vantaa
Harmaahylkeentie,Gråsälsvägen,Vantaa
Harmaakivenkuja,Gråstensgränden,Vantaa
Harmaakivenpuisto,Gråstensparken,Vantaa
Harmaakiventie,Gråstensvägen,Vantaa
Harmokuja,Grållegränden,Vantaa
Harmopolku,Grållestigen,Vantaa
Harmopuisto,Grålleparken,Vantaa
Harmotie,Grållevägen,Vantaa
Harpaksentie,Harparsvägen,Vantaa
Harpars,Harpars,Vantaa
Harppuunapolku,Harpunstigen,Vantaa
Harppuunapuisto,Harpunparken,Vantaa
Harrikuja,Harrgränden,Vantaa
Hasala,Hasala,Vantaa
Hattmossen,Hattmossen,Vantaa
Haukitie,Gäddvägen,Vantaa
Haukkatie,Hökvägen,Vantaa
Havukallio,Hanaböle Högberg,Vantaa
Havukallionkatu,Högbergsgatan,Vantaa
Havukosken liikuntapuisto,Havukoski idrottspark ,Vantaa
Havukoskenaukio,Havukoskiplatsen,Vantaa
Havukoskenkatu,Havukoskigatan,Vantaa
Havukoskenkentät,Havukoskiplanerna,Vantaa
Havukoskenpuisto,Havukoskiparken,Vantaa
Havukoski,Havukoski,Vantaa
Havumalmi,Barrmalmen,Vantaa
Havutie,Granrusksvägen,Vantaa
Haxberg,Haxberg,Vantaa
Haxberginhaka,Haxbergshagen,Vantaa
Haxberginmetsä,Haxbergsskogen,Vantaa
Heidehof,Heidehof,Vantaa
Heidehofinaukio,Heidehofsplatsen,Vantaa
Heidehofinkaari,Heidehofssvängen,Vantaa
Heidehofinkuja,Heidehofsgränden,Vantaa
Heidehofinoja,Heidehofsbäcken,Vantaa
Heidehofinpolku,Heidehofsstigen,Vantaa
Heidehofinpuisto,Heidehofsparken,Vantaa
Heidehofintie,Heidehofsvägen,Vantaa
Heikaksenkuja,Heikasgränden,Vantaa
Heikanpuisto,Heikkaparken,Vantaa
Heikantie,Heikkavägen,Vantaa
Heikbacka,Heikbacka,Vantaa
HEIKINKUJA HEIKKIGRÄNDEN,0,Vantaa
Heikintie,Henriksvägen,Vantaa
Heikkilä,Heikkilä,Vantaa
Heinäkorventie,Hökärrsvägen,Vantaa
Heinäkuja,Högränden,Vantaa
Heinäpolku,Höstigen,Vantaa
Heinäpuisto,Höparken,Vantaa
Heinäsirkanpuisto,Gräshoppsparken,Vantaa
Heinäsirkantie,Gräshoppsvägen,Vantaa
Heinätie,Hövägen,Vantaa
Heinikkokuja,Gröngräsgränden,Vantaa
Heisitie,Olvonvägen,Vantaa
Heittopaikka,Kaststället,Vantaa
Heklankuja,Heklagränden,Vantaa
Helenankuja,Helenagränden,Vantaa
Helenanpuisto,Helenaparken,Vantaa
Hellänkuja,Hellägränden,Vantaa
Helläntie,Hellävägen,Vantaa
Hellepolku,Solgasstigen,Vantaa
Hellerinne,Solgassbrinken,Vantaa
Hellevinpolku,Hellevistigen,Vantaa
Hellevintie,Hellevivägen,Vantaa
Hellintie,Hellivägen,Vantaa
Helmikuja,Pärlgränden,Vantaa
Helsinggård,Helsinggård,Vantaa
Helsingin pitäjän kirkon hautausmaa,Helsinge kyrkas kyrkogård,Vantaa
Helsingin pitäjän kirkonkylä,Helsinge kyrkoby,Vantaa
Helsinginmäenpelto,Helsingebacksåkern,Vantaa
Helsinginmäki,Helsingebacken,Vantaa
Helsinki - Lahti Moottoritie,0,Vantaa
Helsinki  Vantaa lentoasema ,Helsingfors - Vanda flygplats,Vantaa
Helsinki Paviljonki,0,Vantaa
Helsinki-Vantaan lentoasema,Helsingfors-Vanda flygplats,Vantaa
Helvintie,Helvivägen,Vantaa
Hepokatinkuja,Vårtbitargränden ,Vantaa
Hepokatintie,Vårtbitarvägen,Vantaa
Hepokuja,Hästgränden,Vantaa
Hepomäki,Hästbacken,Vantaa
Heponiitty,Heponiitty,Vantaa
Heponiityntie,Heponiittyvägen,Vantaa
Hepopolku,Häststigen,Vantaa
Hepopuisto,Hästhagen,Vantaa
Heporinne,Hästbrinken,Vantaa
Herkkutalonpolku,Herkkutalostigen,Vantaa
Hermanskärinkallio,Hermanskärrsberget,Vantaa
Hermanskärinniitty,Hermanskärrsängen,Vantaa
Hernekuja,Ärtgränden,Vantaa
Hernetie,Ärtvägen,Vantaa
Hertaksenpalsta,Hertasparcellen,Vantaa
Hertaksenpuisto,Hertasparken,Vantaa
Hertaksentie,Hertasvägen,Vantaa
Herttuankäytävä,Hertiggången,Vantaa
Herttuankuja,Hertiggränden,Vantaa
Herttuantie,Hertigvägen,Vantaa
Herukkaoja,Tistronbäcken,Vantaa
Hetbackantie,Hetbackavägen,Vantaa
Heurekansilta,Heurekabron,Vantaa
Hevonojantie,Hevonojavägen,Vantaa
Hevoshaanpolku,Hästhagsstigen,Vantaa
Hevoshaantie,Hästhagsvägen,Vantaa
Hevoshaka,Hästhagen   ,Vantaa
Hiekkaharju,Sandkulla,Vantaa
Hiekkaharjun asema,Sandkulla station,Vantaa
Hiekkaharjun liikuntapuisto,Sandkulla idrottspark,Vantaa
Hiekkaharjuntie,Sandkullavägen,Vantaa
Hiekkakivenkuja,Sandstensgränden,Vantaa
Hiekkakiventie,Sandstensvägen,Vantaa
Hiekkamaa,Sandmarken,Vantaa
Hiekkapuisto,Sandparken,Vantaa
Hiekkatie,Sandvägen,Vantaa
Hieskoivunpolku,Glasbjörksstigen,Vantaa
Hieskoivuntie,Glasbjörksvägen,Vantaa
Hietapellonkuja,Sandåkersgränden,Vantaa
Hietapellonmäki,Sandåkersbacken,Vantaa
Hiidenkivenkuja,Jättekastgränden,Vantaa
Hiidenkivenpolku,Jättekaststigen,Vantaa
Hiidenmäentie,Hidebacksvägen,Vantaa
Hiihtotie,Skidåkningsvägen,Vantaa
Hiilimiilunniitty,Kolagrävsängen,Vantaa
Hiilimiilunoja,Kolagrävsbäcken,Vantaa
Hiilipolku,Kolstigen,Vantaa
Hiilitie,Kolvägen,Vantaa
Hiippapolku,Mitrestigen,Vantaa
Hiirakkokenttä,Musblacksplanen,Vantaa
Hiirakkokuja,Musblacksgränden,Vantaa
Hiirakkoluiska,Musblacksslänten,Vantaa
Hiirakkopolku,Musblacksstigen,Vantaa
Hiirakkopuisto,Musblacksparken,Vantaa
Hiirakkorinne,Musblacksbrinken,Vantaa
Hiirakkotie,Musblacksvägen,Vantaa
Hiirenhäntä,Mussvansen,Vantaa
Hiiriharjunpolku,Mössåsstigen,Vantaa
Hiiriharjunpuisto,Mössåsparken,Vantaa
Hiirilammen puisto,Mösskärrsparken,Vantaa
Hiirilammenpolku,Mösskärrsstigen,Vantaa
Hiirilammet,Mösspottarna,Vantaa
Hiirimäentie,Mössbacksvägen,Vantaa
Hiiripolku,Mösstigen,Vantaa
Hiirisuonkuja,Mösskärrsgränden,Vantaa
Hiirisuontie,Mösskärrsvägen ,Vantaa
Hiirivuorenkuja,Mössbergsgränden,Vantaa
Hiirivuorenpuisto,Mössbergsparken,Vantaa
Hiirivuorentie,Mössbergsvägen,Vantaa
Hilleritie,Illervägen,Vantaa
Hillilä,Hillilä,Vantaa
Himalajantie,Himalajavägen,Vantaa
Hiontakuja,Slipgränden,Vantaa
Hippakuja,Natagränden,Vantaa
Hippapolku,Natastigen,Vantaa
Hippiäisentie,Kungsfågelsvägen,Vantaa
Hirsikuja,Stockgränden,Vantaa
Hirsipolku,Stockstigen,Vantaa
Hirsipuisto,Stockparken,Vantaa
Hirvastie,Rentjursvägen,Vantaa
Hirvikuja,Älggränden,Vantaa
Hirvimäentie,Älgbacksvägen,Vantaa
Hirvimetsä,Älgskogen,Vantaa
Hirvipolku,Älgstigen,Vantaa
Hirvitie,Älgvägen,Vantaa
Högberget,Högberget,Vantaa
Högbergsbackabäcken,Högbergsbackabäcken,Vantaa
Hohtimet,Hovtången,Vantaa
Hohtimienpolku,Hovtångsstigen,Vantaa
Holmakuja,Holmgränden,Vantaa
Holmmossen,Holmmossen,Vantaa
Hommaksenkuja,Hommasgränden,Vantaa
Hommaksentie,Hommasvägen,Vantaa
Hommas,Hommas,Vantaa
Hongistokuja,Furuskogsgränden,Vantaa
Honkakallionkuja,Furubergsgränden,Vantaa
Honkamäentie,Furubacksvägen,Vantaa
Honkametsä,Tallskogen,Vantaa
Honkanummen Hautausmaa,Furumo begravningsplats,Vantaa
Honkanummen saksalainen sotilashautausmaa,Furumo tyska soldatbegravningsplats,Vantaa
Honkanummenpuisto,Furumoparken,Vantaa
Honkanummentie,Furumovägen,Vantaa
Honkapuistikko,Lilla Furuparken,Vantaa
Honkapuisto,Furuparken,Vantaa
Honkasuontunneli,Hongamosstunneln,Vantaa
Honkatie,Furuvägen,Vantaa
Hoorikinmäki,Hårikbacken,Vantaa
Hoorikinmetsä,Hårikskogen,Vantaa
Hoorikinoja,Hårikbäcken,Vantaa
Hoorikinpolku,Håriksstigen,Vantaa
Hoorikki,Hårik,Vantaa
Hopeaketunkuja,Silverrävsgränden,Vantaa
Hopeaketunpolku,Silverrävsstigen,Vantaa
Hopeapajuntie,Silverpilsvägen,Vantaa
Hopeasepänkuja,Silversmedsgränden,Vantaa
Hopeatie,Silvervägen,Vantaa
Horskärret,Horskärret,Vantaa
Horslabergen,Horslabergen,Vantaa
Horsmakuja,Dunörtsgränden,Vantaa
Horsmapolku,Dunörtsstigen,Vantaa
Hosantie,Släckruskvägen,Vantaa
Hovitie,Hovvägen,Vantaa
Höyhenkuja,Dungränden,Vantaa
Höyläpolku,Hyvelstigen,Vantaa
Höylätie,Hyvelvägen,Vantaa
Huberila,Hubers,Vantaa
Huberinpolku,Hubers stig,Vantaa
Huddingenpolku,Huddingestigen,Vantaa
Huddingenpuisto,Huddingeparken,Vantaa
Huddingentori,Huddingetorget,Vantaa
Huhtakuja,Brännlandsgränden,Vantaa
Huhtapolku,Brännlandsstigen,Vantaa
Huilukuja,Flöjtgränden,Vantaa
Hukanpolku,Vargstigen,Vantaa
Huminapiha,Surrgården,Vantaa
Huminapolku,Surrstigen,Vantaa
Huminatie,Surrvägen,Vantaa
Hummapuisto,Hummaparken,Vantaa
Hunajakuja,Honungsgränden,Vantaa
Huovinkuja,Knektgränden,Vantaa
Huovintie,Knektvägen,Vantaa
Husaaritie,Husarvägen,Vantaa
Husbackankuja,Husbackagränden,Vantaa
Husbackanniitty,Husbackaängen,Vantaa
Husbackantie,Husbackavägen,Vantaa
Huuhkajamäki,Berguvsbacken,Vantaa
Huuhkajasuonoja,Hyppjaskärrsbäcken,Vantaa
Huuhkajatie,Berguvsvägen,Vantaa
Hyasinttipolku,Hyacintstigen,Vantaa
Hyljekuja,Sälgränden,Vantaa
Hyljepuisto,Sälparken,Vantaa
Hyljetie,Sälvägen,Vantaa
Hylkeenpesä,Sälboet,Vantaa
Hyppjaskärr,Hyppjaskärr,Vantaa
Hyppytie,Hoppvägen,Vantaa
Hyrräkuja,Snurrgränden,Vantaa
Hyrylä,Skavaböle,Vantaa
Hyyppä,Hyyppä,Vantaa
Ideakuja,Idégränden,Vantaa
Iinaa,Iinaa,Vantaa
Iinaanniemi,0,Vantaa
Ilkankuja,Ilkkagränden,Vantaa
Ilkanpolku,Ilkkastigen,Vantaa
Ilkanpuisto,Ilkkaparken,Vantaa
Ilkantie,Ilkkavägen,Vantaa
Illenkäytävä,Illegången,Vantaa
Illenkulma,Illeknuten,Vantaa
Illenpiha,Illegården,Vantaa
Illenpuisto,Illeparken,Vantaa
Ilmailuaukio,Flygtorget,Vantaa
Ilmailukuja,Luftfartsgränden,Vantaa
Ilmarintie,Ilmarivägen,Vantaa
Ilola,Gladas,Vantaa
Ilolanlammenoja,Gladasdammsbäcken,Vantaa
Ilolanlampi,Gladasdammen,Vantaa
Ilolanoja,Ilolabäcken,Vantaa
Ilolanpuisto,Gladasparken,Vantaa
Ilolanrinne,Gladasbrinken,Vantaa
Ilolantie,Gladasvägen,Vantaa
Ilonanpolku,Ilonastigen,Vantaa
Ilopolku,Glädjestigen,Vantaa
Ilopuisto,Glädjeparken,Vantaa
Ilosjoenkuja,Ilosjokigränden,Vantaa
Ilosjoentie,Ilosjokivägen,Vantaa
Ilpolankuja,Ilpolagränden,Vantaa
Ilpolanpuisto,Ilpolaparken,Vantaa
Ilpolantie,Ilpolavägen,Vantaa
Ilponkuja,Ilpogränden,Vantaa
Iltatähdenkuja,Aftonstjärnegränden,Vantaa
Iltatähdentie,Aftonstjärnevägen,Vantaa
Iltatie,Kvällsvägen,Vantaa
Ilvespolku,Lostigen,Vantaa
Ilvespuisto,Loparken,Vantaa
Ilvestie,Lovägen,Vantaa
Immonkuja,Immogränden,Vantaa
Immosmäentie,Immosmäkivägen,Vantaa
Impivaarantie,Impivaaravägen,Vantaa
Inkerintie,Ingervägen,Vantaa
Insinöörinkuja,Ingenjörsgränden,Vantaa
Irmelintie,Irmelivägen,Vantaa
Isännänkuja,Husbondsgränden,Vantaa
Iskoskuja,Stenflisgränden,Vantaa
Iskospolku,Stenflisstigen,Vantaa
Iskostie,Stenflisvägen,Vantaa
Iskostori,Stenflistorget,Vantaa
Ismonkuja,Ismogränden,Vantaa
Ismontie,Ismovägen,Vantaa
Isohaka,Storhagen,Vantaa
Isokaari,Storsvängen,Vantaa
Isokappale,Storstycket,Vantaa
Isonmännynkuja,Stortallsgränden,Vantaa
Isonmännynpuisto,Stortallsparken,Vantaa
Isonmännyntie,Stortallsvägen,Vantaa
Ison-Petaksen tie,Storpetasvägen,Vantaa
Isonsiilinkuja,Storigelkottsgränden,Vantaa
Isontammentie,Storeksvägen,Vantaa
Isopelto,Storåkern,Vantaa
Itä-Hakkila,Östra Haxböle,Vantaa
Itä-Hakkilan kenttä,Östra Haxböle plan,Vantaa
Itä-Hakkilan oja,Östra Haxbölebäcken,Vantaa
Itä-Hakkilan puisto,Östra Haxböle park,Vantaa
Itä-Hakkilan tie,Östra Haxböle vägen,Vantaa
Itäinen huoltotie,Östra servicevägen,Vantaa
Itäinen Vaarinkytö,Östra Fafaskyan,Vantaa
Itäinen Valkoisenlähteentie,Östra Vitbäcksvägen,Vantaa
Itäpellontie,Öståkersvägen,Vantaa
Itäväylä,Österleden,Vantaa
Jaakonkatu,Jaakkogatan,Vantaa
Jaakonkuja,Jakobsgränden,Vantaa
Jaalakuja,Skutgränden,Vantaa
Jadekatu,Jadegatan,Vantaa
Jadekuja,Jadegränden,Vantaa
Jadepolku,Jadestigen,Vantaa
Jahtitie,Jaktvägen,Vantaa
Jäkälätie,Renlavsvägen,Vantaa
Jäkkäräpuisto,Skogsnoppsparken,Vantaa
Jäkkärätie,Skogsnoppsvägen,Vantaa
Jäkkitie,Staggvägen,Vantaa
Jalaskuja,Medgränden,Vantaa
Jalaspolku,Medstigen,Vantaa
Jalaspuisto,Medparken,Vantaa
Jalavakuja,Almgränden,Vantaa
Jalavapuisto,Almparken,Vantaa
Jalavatie,Almvägen,Vantaa
Jäniksenkäpälä,Hartassen,Vantaa
Jänismäentie,Harbacksvägen,Vantaa
Jänkätie,Jänkävägen,Vantaa
Jännekuja,Bågsträngsgränden,Vantaa
Jänönhäntä,Harsvansen,Vantaa
Jänöpolku,Harpaltsstigen,Vantaa
Jänötie,Harpaltsvägen,Vantaa
Jäppilä,Jäppilä,Vantaa
Jasmiinipolku,Jasminstigen,Vantaa
Jäspilänmetsä,Jäspiläskogen,Vantaa
Jaspiskuja,Jaspisgränden,Vantaa
Jelmusa,Jällmossen,Vantaa
Jelmusanoja,Jällmossbäcken,Vantaa
Jelmusantie,Jällmossvägen,Vantaa
Jenkkakuja,Jenkagränden,Vantaa
Jenkkapuisto,Schottisparken,Vantaa
Johans,Johans,Vantaa
Johansinoja,Johansbäcken,Vantaa
Johdinkuja,Kabelgränden,Vantaa
Johdinpuisto,Kabelparken,Vantaa
Johdintie,Kabelvägen,Vantaa
Joikukuja,Joikgränden,Vantaa
Jokimaa,Jokimaa,Vantaa
Jokimaanrinne,Jokimaabrinken,Vantaa
Jokimaantie,Jokimaavägen,Vantaa
Jokiniemen puutarha,Ånäs trädgård,Vantaa
Jokiniemenkatu,Ånäsgatan,Vantaa
Jokiniemenkuja,Ånäsgränden,Vantaa
Jokiniemenranta,Ånässtranden,Vantaa
Jokiniementie,Ånäsvägen,Vantaa
Jokiniemi,Ånäs,Vantaa
Jokipakanpolku,Åbackastigen,Vantaa
Jokiranta,Åstranden,Vantaa
Jokisuontie,Åmossevägen,Vantaa
Jokitie,Åvägen,Vantaa
Jokitörmäntie,Åbrinksvägen,Vantaa
Jokiuomanpuisto,Ådalsparken,Vantaa
Jokiuomapuisto,Ådalsparken,Vantaa
Jokivarrenkuja,Jokivarsigränden,Vantaa
Jokivarrenpuisto,Jokivarsiparken,Vantaa
Jokivarrenvalli,Jokivarsivallen,Vantaa
Jokivarsi,Jokivarsi,Vantaa
Jönsaksenkuja,Jönsasgränden,Vantaa
Jönsaksenpiha,Jönsasgården,Vantaa
Jönsaksenpolku,Jönsasstigen,Vantaa
Jönsaksenpuisto,Jönsasparken,Vantaa
Jönsas,Jönsas,Vantaa
Josvaholm,Josvaholm,Vantaa
Josvaholmantie,Josvaholmsvägen,Vantaa
Josvankuja,Josvastådet,Vantaa
Josvanpolku,Josvasstigen,Vantaa
Joukonkuja,Joukogränden,Vantaa
Joukonpolku,Joukostigen,Vantaa
Joukontie,Joukovägen,Vantaa
Jousimiehenkuja,Bågskyttens gränd,Vantaa
Jousimiehentie,Bågskyttens väg,Vantaa
Jousipuisto,Bågparken,Vantaa
Jousitie,Bågvägen,Vantaa
Joutsenkuja,Svangränden,Vantaa
Joutsenpolku,Svanstigen,Vantaa
Joutsenrinne,Svanbrinken,Vantaa
Joutsentie,Svanvägen,Vantaa
Juhani Paajasen aukio,Juhani Paajanens plats,Vantaa
Juhanilantie,Johansvägen,Vantaa
Juhannuskuja,Midsommargränden,Vantaa
Juhlakuja,Festgränden,Vantaa
Juhlapuisto,Festparken,Vantaa
Juhlatie,Festvägen,Vantaa
Juhola,Juhola,Vantaa
Jukolankuja,Jukolagränden,Vantaa
Jukolantie,Jukolavägen,Vantaa
Junkersintie,Junkersvägen,Vantaa
Junkkarinkaari,Junkarsvängen,Vantaa
Junkkarinkäytävä,Junkargången,Vantaa
Junkkarinpolku,Junkarstigen,Vantaa
Juns,Juns,Vantaa
Juoksuhaudanpuisto,Skyttegravsparken,Vantaa
Juoksupuisto,Löpparken,Vantaa
Juoksutie,Löpvägen,Vantaa
Juolukkakuja,Odongränden,Vantaa
Juolukkapolku,Odonstigen,Vantaa
Juunspakanpolku,Junsbackastigen,Vantaa
Juunspakanpuisto,Junsbackaparken,Vantaa
Juurakkokuja,Rotstocksgränden,Vantaa
Juurakkopolku,Rotstocksstigen,Vantaa
Juurakkotie,Rotstocksvägen,Vantaa
Juuripolku,Rotstigen,Vantaa
Juuripuisto,Rotparken,Vantaa
Juuritie,Rotvägen,Vantaa
Juurrutuskellari,Groningskällaren,Vantaa
Juusteninnotko,Juustensdälden,Vantaa
Juusteninpelto,Juustensåkern,Vantaa
Juusteninpuisto,Juustensparken,Vantaa
Juustenintie,Juustensvägen,Vantaa
Jyrinäkaivoksenpolku,Dundergruvsstigen,Vantaa
Jyrinkuja,Jyrigränden,Vantaa
Jyväpolku,Sädeskornsstigen,Vantaa
Jyväpuisto,Spannmålsparken,Vantaa
Jyvätie,Spannmålsvägen,Vantaa
Jyyskärinoja,Juuskärrsbäcken,Vantaa
K.H. Wiikin puisto,K.H. Wiiks park,Vantaa
Kaakelikaari,Kakelsvängen,Vantaa
Kaakkoisväylä,Sydostpassagen,Vantaa
Kaakkoisväylänpuisto,Sydostpassageparken,Vantaa
Kaakkurikuja,Smålomsgränden,Vantaa
Kääpäkuja,Tickgränden,Vantaa
Kääpäpolku,Tickstigen,Vantaa
Kaapukuja,Kåpgränden,Vantaa
Kaarelantaival,Kårbölestråket,Vantaa
Kaarenmäenkuja,Kårbackagränden,Vantaa
Kaarenmäenpuisto,Kårbackaparken,Vantaa
Kaarenmäki,Kårbacka,Vantaa
Kaarikuja,Slinggränden,Vantaa
Kaaripolku,Slingstigen,Vantaa
Kaaripuisto,Slingparken,Vantaa
Kaarlonkuja,Karlsgränden,Vantaa
Käärmekallio,Ormberget,Vantaa
Käärmekalliontie,Ormbergsvägen,Vantaa
Kaarnamäenkuja,Barkbacksgränden,Vantaa
Kaarnapolku,Barkstigen,Vantaa
Kaarnapuisto,Barkparken,Vantaa
Kaarrospuisto,Krökparken,Vantaa
Kaavinkuja,Stämjärnsgränden,Vantaa
Kaavintie,Stämjärnsvägen,Vantaa
Kahdeksastie,Åttonde vägen,Vantaa
Kahinapuisto,Prasselparken,Vantaa
Kahinaraitti,Prasselstråket,Vantaa
Kahluuniitty,Vadängen,Vantaa
Kahluuniitynsilta,Vadängsbron,Vantaa
Kahluuniityntie,Vadängsvägen,Vantaa
Kaijankuja,Kaijagränden,Vantaa
Kairakuja,Navargränden,Vantaa
Kairapolku,Navarstigen,Vantaa
Kairapuisto,Navarparken,Vantaa
Kaislapolku,Sävstigen,Vantaa
Kaislaranta,Sävstranden,Vantaa
Kaislarinne,Sävbrinken,Vantaa
Kaislatie,Sävvägen,Vantaa
Kaiverruskuja,Graveringsgränden,Vantaa
Kaivoksela,Gruvsta,Vantaa
Kaivokselan liikuntapuisto,Gruvsta idrottspark,Vantaa
Kaivokselantie,Gruvstavägen,Vantaa
Kaivolanmäki,Brunnsbacken,Vantaa
Kaivopolku,Brunnstigen,Vantaa
Kaivospuisto,Gruvparken,Vantaa
