index,Nimi,Namn,Kunta
559,Fazerinkuja,Fazersgränden,Vantaa
560,FILMIPUISTO,FILMPARKEN,Vantaa
561,Firanoja,Firabäcken,Vantaa
562,Fjälldalinreuna,Fjälldalskanten,Vantaa
563,Flatberget,Flatberget,Vantaa
564,Foorkaskintie,Fårkaskvägen,Vantaa
565,Forsbacka,Forsbacka,Vantaa
566,Forsbackankuja,Forsbackagränden,Vantaa
567,Forsbackantaival,Forsbackastråten,Vantaa
568,Forsbackantie,Forsbackavägen,Vantaa
569,Frasanoja,Frasabäcken,Vantaa
570,Fridhem,Fridhem,Vantaa
571,Fridkulla,Fridkulla,Vantaa
572,Friimetsä,Friskogen,Vantaa
573,Friimetsänniitty,Friskogsängen,Vantaa
574,Friimetsänrinne,Friskogsbrinken,Vantaa
575,Friimetsäntie,Friskogsvägen,Vantaa
576,Furumosanoja,Furumossbäcken,Vantaa
577,Furumossen,Furumossen,Vantaa
578,Gammelkulla,Gammelkulla,Vantaa
579,Gammelkullankuja,Gammelkullagränden,Vantaa
580,Gammelkullantanhua,Gammelkullatunet,Vantaa
581,Geodeetinmetsikkö,Geodetdungen,Vantaa
582,Georg ja Anna Collinin puisto,Georg och Anna Collins park,Vantaa
583,Germanianpolku,Germaniastigen,Vantaa
584,Getbacka,Getbacka,Vantaa
585,Getbackantie,Getbackavägen,Vantaa
586,Girsbäckintontti,Girsbäckstomten,Vantaa
587,Gjutars,Gjutars,Vantaa
588,Granbacka,Granbacka,Vantaa
589,Granen,Granen,Vantaa
590,Graniittikuja,Granitgränden,Vantaa
591,Grankärr,Grankärr,Vantaa
592,Grankulla,Grankulla,Vantaa
593,Grips,Grips,Vantaa
594,Grönbackanoja,Grönbackabäcken,Vantaa
595,Grönbergin raitti,Grönbergsstråket,Vantaa
596,Grönberginkulku,Grönbergsgången,Vantaa
597,Grönberginpuisto,Grönbergsparken,Vantaa
598,Grönkulla,Gönkulla,Vantaa
599,Grönkullan Tila,0,Vantaa
600,Grotenfeltinpolku,Grotenfeltsstigen,Vantaa
601,Grotens,Grotens,Vantaa
602,Gula huset,Gula huset,Vantaa
603,Gumböle träsk,Gumböle träsk,Vantaa
604,Gumbölenjärvenoja,Gumböleträskbäcken,Vantaa
605,Guss,Guss,Vantaa
606,Gustafsberg,Gustafsberg,Vantaa
607,Haahkakuja,Ejdergränden,Vantaa
608,Haanpää,Hagändan,Vantaa
609,Haapakuja,Aspgränden,Vantaa
610,Haapala,Haapala,Vantaa
611,Haapalanoja,Haapalabäcken,Vantaa
612,Haapalantie,Haapalavägen,Vantaa
613,Haapamäentie,Aspbacksvägen,Vantaa
614,Haapanatie,Bläsandsvägen,Vantaa
615,Haapasaari,Haapasaari,Vantaa
616,Haapatie,Aspvägen,Vantaa
617,Haarikkokuja,Narvgränden,Vantaa
618,Haarikkopuisto,Narvparken,Vantaa
619,Haarikkotie,Narvvägen,Vantaa
620,Haarniskapuisto,Harneskparken,Vantaa
621,Haarniskatie,Harneskvägen,Vantaa
622,Haasia,Hässja,Vantaa
623,Haasiakuja,Hässjegränden,Vantaa
624,Haasiapolku,Hässjestigen,Vantaa
625,Haavikkotie,Aspskogsvägen,Vantaa
626,Hagalund,Hagalund,Vantaa
627,Hagelstaminpuisto,Hagelstamparken,Vantaa
628,Hagelstamintie,Hagelstamvägen,Vantaa
629,Haikarapolku,Storkstigen,Vantaa
630,Haikararinne,Storkbrinken,Vantaa
631,Haikaratie,Storkvägen,Vantaa
632,Hailipolku,Vassbuksstigen,Vantaa
633,Hailitie,Vassbuksvägen,Vantaa
634,Haka,Hagen,Vantaa
635,Hakakallio,Hagberget,Vantaa
636,Hakakorpi,Hagkärret,Vantaa
637,Hakalehdonkuja,Hagalundsgränden,Vantaa
638,Hakamaankuja,Hagmarksgränden,Vantaa
639,Hakamaanpolku,Hagmarksstigen,Vantaa
640,Hakamäenkuja,Hagbacksgränden,Vantaa
641,Håkansbölen kartano,Håkansböle gård,Vantaa
642,Håkansbölen kylätie,Håkansböle byväg,Vantaa
643,Hakaoja,0,Vantaa
644,Hakapolku,Hagstigen,Vantaa
645,Hakasuonkalliot,Hagakärrsbergen,Vantaa
646,Hakasuonpolku,Hagkärrsstigen,Vantaa
647,Hakasuonrinne,Hagkärrsbrinken,Vantaa
648,Hakasuontie,Hagkärrsvägen,Vantaa
649,Hakatie,Hagvägen,Vantaa
650,Hakepolku,Flisstigen,Vantaa
651,Häkiläniitynaukio,Häckelängsplatsen,Vantaa
652,Häkiläniitynkatu,Häckelängsgatan,Vantaa
653,Häkiläniitynkuja,Häckelängsgränden,Vantaa
654,Häkiläniitynpolku,Häckelängsstigen,Vantaa
655,Häkilätie,Häcklevägen,Vantaa
656,Hakinpolku,Haxstigen,Vantaa
657,Hakinpuisto,Haxparken,Vantaa
658,Hakintie,Haxvägen,Vantaa
659,Hakkila,Haxböle,Vantaa
660,Hakkilan kivisilta,Haxböle stenbro ,Vantaa
661,Hakkilankaari,Haxböleslingan,Vantaa
662,Hakkilankallio,Haxberget,Vantaa
663,Hakkilankulma,Haxbölehörnet,Vantaa
664,Hakkilanranta,Haxbölestranden,Vantaa
665,Hakkuupolku,Hyggesstigen,Vantaa
666,Hakkuutie,Hyggesvägen,Vantaa
667,Hakokuja,Granrisgränden,Vantaa
668,Hakopolku,Granrisstigen,Vantaa
669,Hakopuisto,Granrisparken,Vantaa
670,Hakunila,Håkansböle,Vantaa
671,Hakunilan urheilupuisto,Håkansböle idrottspark,Vantaa
672,Hakunilanraitti,Håkansleden,Vantaa
673,Halkokuja,Vedgränden,Vantaa
674,Halkotie,Vedvägen,Vantaa
675,Hallakuja,Frostgränden,Vantaa
676,Hallapolku,Froststigen,Vantaa
677,Hallarinne,Frostbrinken,Vantaa
678,Hallinpiha,Gråsälsgården,Vantaa
679,Halmeenreuna,Svedåkerskanten,Vantaa
680,Halmekuja,Svedåkersgränden,Vantaa
681,Halssinpolku,Halssinpolku,Vantaa
682,Haltialansilta,Tomtbackabron,Vantaa
683,Haltianpuisto,Haltiaparken,Vantaa
684,Haltiantie,Haltiavägen,Vantaa
685,Hamarapolku,Yxhammarstigen,Vantaa
686,Hamarapuisto,Yxhammarparken,Vantaa
687,Hämeenkylä,Tavastby,Vantaa
688,Hämeenkylän kartano,Tavastkulla gård,Vantaa
689,Hämeenkylänkenttä,Tavastbyplanen,Vantaa
690,Hämeenkyläntie,Tavastbyvägen,Vantaa
691,Hämeenlinnanväylä,Tavastehusleden,Vantaa
692,Hämevaara,Tavastberga,Vantaa
693,Hämevaarankenttä,Tavastbergaplanen,Vantaa
694,Hämevaaranoja,Tavastbergabäcken,Vantaa
695,Hanaböle,Hanaböle,Vantaa
696,Hanabölen Pikkukoski,Hanaböle Lillfors,Vantaa
697,Hanabölen rantatie,Hanaböle strandväg,Vantaa
698,Hanabölenkoski,Hanaböle Sågfors,Vantaa
699,Hanabölentie,Hanabölevägen,Vantaa
700,Hanalanpuisto,Hanaböleparken,Vantaa
701,Hanatie,Hanavägen,Vantaa
702,Hanhikuja,Gåsgränden,Vantaa
703,Hanhiniitty,Gåsängen,Vantaa
704,Hanhiniitynsilta,Gåsängsbron ,Vantaa
705,Hanhitie,Gåsvägen,Vantaa
706,Hankapuisto,Årtullsparken,Vantaa
707,Hankatie,Årtullsvägen,Vantaa
708,Hankikuja,Skarsnögränden,Vantaa
709,Hankoja,Hankoja,Vantaa
710,Hannu I. Miettisen aukio,Hannu I. Miettinens plats,Vantaa
711,Hannula,Hannula,Vantaa
712,Hannulansilta ,Hannulabron,Vantaa
713,Hannunkuja,Hannugränden,Vantaa
714,Hannusas,Hannusas,Vantaa
715,Hansinkatu,Hansgatan,Vantaa
716,Hansinpuisto,Hansparken,Vantaa
717,Hanskallio,Hanskallio,Vantaa
718,Hanskallionkuja,Hansbergsgränden,Vantaa
719,Hanskalliontie,Hansbergsvägen,Vantaa
720,Hanurikuja,Dragspelsgränden,Vantaa
721,Haperokuja,Krämlagränden,Vantaa
722,Harajuurentie,Korallrotsvägen,Vantaa
723,Harakkakuja,Skatgränden,Vantaa
724,Harakkasaaren polku,Harakkasaaristigen,Vantaa
725,Haravakuja,Räfsgränden,Vantaa
726,Haravapolku,Räfsstigen,Vantaa
727,Harjalinnunkuja,Härfågelgränden,Vantaa
728,Harjalinnunpolku,Härfågelstigen,Vantaa
729,Harjalinnuntie,Härfågelvägen,Vantaa
730,Harjukuja,Åsgränden,Vantaa
731,Harjula,Harjula,Vantaa
732,Harjulankuja,Harjulagränden,Vantaa
733,Harjunreuna,Åsliden,Vantaa
734,Harjupuisto,Åsparken,Vantaa
735,Harjupuistonkenttä,Åsparksplanen,Vantaa
736,Harjurinne,Åsbrinken,Vantaa
737,Harjusuo,Harjusuo,Vantaa
738,Harjutie,Åsvägen,Vantaa
739,Härkähaankuja,Oxhagsgränden,Vantaa
740,Härkähaanpolku,Oxhagsstigen,Vantaa
741,Härkälenkinpolku,Oxlänksstigen,Vantaa
742,Härkälenkki,Oxlänken,Vantaa
743,Härkäpuisto,Oxparken,Vantaa
744,Härkävaljakonpuisto,Oxspannsparken,Vantaa
745,Härkävaljakontie,Oxspannsvägen,Vantaa
746,Härkävuorentie,Oxbergsvägen,Vantaa
747,Harkkokuja,Tackgränden,Vantaa
748,Harmaahylkeenkuja,Gråsälsgränden,Vantaa
749,Harmaahylkeentie,Gråsälsvägen,Vantaa
750,Harmaakivenkuja,Gråstensgränden,Vantaa
751,Harmaakivenpuisto,Gråstensparken,Vantaa
752,Harmaakiventie,Gråstensvägen,Vantaa
753,Harmokuja,Grållegränden,Vantaa
754,Harmopolku,Grållestigen,Vantaa
755,Harmopuisto,Grålleparken,Vantaa
756,Harmotie,Grållevägen,Vantaa
757,Harpaksentie,Harparsvägen,Vantaa
758,Harpars,Harpars,Vantaa
759,Harppuunapolku,Harpunstigen,Vantaa
760,Harppuunapuisto,Harpunparken,Vantaa
761,Harrikuja,Harrgränden,Vantaa
762,Hasala,Hasala,Vantaa
763,Hattmossen,Hattmossen,Vantaa
764,Haukitie,Gäddvägen,Vantaa
765,Haukkatie,Hökvägen,Vantaa
766,Havukallio,Hanaböle Högberg,Vantaa
767,Havukallionkatu,Högbergsgatan,Vantaa
768,Havukosken liikuntapuisto,Havukoski idrottspark ,Vantaa
769,Havukoskenaukio,Havukoskiplatsen,Vantaa
770,Havukoskenkatu,Havukoskigatan,Vantaa
771,Havukoskenkentät,Havukoskiplanerna,Vantaa
772,Havukoskenpuisto,Havukoskiparken,Vantaa
773,Havukoski,Havukoski,Vantaa
774,Havumalmi,Barrmalmen,Vantaa
775,Havutie,Granrusksvägen,Vantaa
776,Haxberg,Haxberg,Vantaa
777,Haxberginhaka,Haxbergshagen,Vantaa
778,Haxberginmetsä,Haxbergsskogen,Vantaa
779,Heidehof,Heidehof,Vantaa
780,Heidehofinaukio,Heidehofsplatsen,Vantaa
781,Heidehofinkaari,Heidehofssvängen,Vantaa
782,Heidehofinkuja,Heidehofsgränden,Vantaa
783,Heidehofinoja,Heidehofsbäcken,Vantaa
784,Heidehofinpolku,Heidehofsstigen,Vantaa
785,Heidehofinpuisto,Heidehofsparken,Vantaa
786,Heidehofintie,Heidehofsvägen,Vantaa
787,Heikaksenkuja,Heikasgränden,Vantaa
788,Heikanpuisto,Heikkaparken,Vantaa
789,Heikantie,Heikkavägen,Vantaa
790,Heikbacka,Heikbacka,Vantaa
791,HEIKINKUJA HEIKKIGRÄNDEN,0,Vantaa
792,Heikintie,Henriksvägen,Vantaa
793,Heikkilä,Heikkilä,Vantaa
794,Heinäkorventie,Hökärrsvägen,Vantaa
795,Heinäkuja,Högränden,Vantaa
796,Heinäpolku,Höstigen,Vantaa
797,Heinäpuisto,Höparken,Vantaa
798,Heinäsirkanpuisto,Gräshoppsparken,Vantaa
799,Heinäsirkantie,Gräshoppsvägen,Vantaa
800,Heinätie,Hövägen,Vantaa
801,Heinikkokuja,Gröngräsgränden,Vantaa
802,Heisitie,Olvonvägen,Vantaa
803,Heittopaikka,Kaststället,Vantaa
804,Heklankuja,Heklagränden,Vantaa
805,Helenankuja,Helenagränden,Vantaa
806,Helenanpuisto,Helenaparken,Vantaa
807,Hellänkuja,Hellägränden,Vantaa
808,Helläntie,Hellävägen,Vantaa
809,Hellepolku,Solgasstigen,Vantaa
810,Hellerinne,Solgassbrinken,Vantaa
811,Hellevinpolku,Hellevistigen,Vantaa
812,Hellevintie,Hellevivägen,Vantaa
813,Hellintie,Hellivägen,Vantaa
814,Helmikuja,Pärlgränden,Vantaa
815,Helsinggård,Helsinggård,Vantaa
816,Helsingin pitäjän kirkon hautausmaa,Helsinge kyrkas kyrkogård,Vantaa
817,Helsingin pitäjän kirkonkylä,Helsinge kyrkoby,Vantaa
818,Helsinginmäenpelto,Helsingebacksåkern,Vantaa
819,Helsinginmäki,Helsingebacken,Vantaa
820,Helsinki - Lahti Moottoritie,0,Vantaa
821,Helsinki  Vantaa lentoasema ,Helsingfors - Vanda flygplats,Vantaa
822,Helsinki Paviljonki,0,Vantaa
823,Helsinki-Vantaan lentoasema,Helsingfors-Vanda flygplats,Vantaa
824,Helvintie,Helvivägen,Vantaa
825,Hepokatinkuja,Vårtbitargränden ,Vantaa
826,Hepokatintie,Vårtbitarvägen,Vantaa
827,Hepokuja,Hästgränden,Vantaa
828,Hepomäki,Hästbacken,Vantaa
829,Heponiitty,Heponiitty,Vantaa
830,Heponiityntie,Heponiittyvägen,Vantaa
831,Hepopolku,Häststigen,Vantaa
832,Hepopuisto,Hästhagen,Vantaa
833,Heporinne,Hästbrinken,Vantaa
834,Herkkutalonpolku,Herkkutalostigen,Vantaa
835,Hermanskärinkallio,Hermanskärrsberget,Vantaa
836,Hermanskärinniitty,Hermanskärrsängen,Vantaa
837,Hernekuja,Ärtgränden,Vantaa
838,Hernetie,Ärtvägen,Vantaa
839,Hertaksenpalsta,Hertasparcellen,Vantaa
840,Hertaksenpuisto,Hertasparken,Vantaa
841,Hertaksentie,Hertasvägen,Vantaa
842,Herttuankäytävä,Hertiggången,Vantaa
843,Herttuankuja,Hertiggränden,Vantaa
844,Herttuantie,Hertigvägen,Vantaa
845,Herukkaoja,Tistronbäcken,Vantaa
846,Hetbackantie,Hetbackavägen,Vantaa
847,Heurekansilta,Heurekabron,Vantaa
848,Hevonojantie,Hevonojavägen,Vantaa
849,Hevoshaanpolku,Hästhagsstigen,Vantaa
850,Hevoshaantie,Hästhagsvägen,Vantaa
851,Hevoshaka,Hästhagen   ,Vantaa
852,Hiekkaharju,Sandkulla,Vantaa
853,Hiekkaharjun asema,Sandkulla station,Vantaa
854,Hiekkaharjun liikuntapuisto,Sandkulla idrottspark,Vantaa
855,Hiekkaharjuntie,Sandkullavägen,Vantaa
856,Hiekkakivenkuja,Sandstensgränden,Vantaa
857,Hiekkakiventie,Sandstensvägen,Vantaa
858,Hiekkamaa,Sandmarken,Vantaa
859,Hiekkapuisto,Sandparken,Vantaa
860,Hiekkatie,Sandvägen,Vantaa
861,Hieskoivunpolku,Glasbjörksstigen,Vantaa
862,Hieskoivuntie,Glasbjörksvägen,Vantaa
863,Hietapellonkuja,Sandåkersgränden,Vantaa
864,Hietapellonmäki,Sandåkersbacken,Vantaa
865,Hiidenkivenkuja,Jättekastgränden,Vantaa
866,Hiidenkivenpolku,Jättekaststigen,Vantaa
867,Hiidenmäentie,Hidebacksvägen,Vantaa
868,Hiihtotie,Skidåkningsvägen,Vantaa
869,Hiilimiilunniitty,Kolagrävsängen,Vantaa
870,Hiilimiilunoja,Kolagrävsbäcken,Vantaa
871,Hiilipolku,Kolstigen,Vantaa
872,Hiilitie,Kolvägen,Vantaa
873,Hiippapolku,Mitrestigen,Vantaa
874,Hiirakkokenttä,Musblacksplanen,Vantaa
875,Hiirakkokuja,Musblacksgränden,Vantaa
876,Hiirakkoluiska,Musblacksslänten,Vantaa
877,Hiirakkopolku,Musblacksstigen,Vantaa
878,Hiirakkopuisto,Musblacksparken,Vantaa
879,Hiirakkorinne,Musblacksbrinken,Vantaa
880,Hiirakkotie,Musblacksvägen,Vantaa
881,Hiirenhäntä,Mussvansen,Vantaa
882,Hiiriharjunpolku,Mössåsstigen,Vantaa
883,Hiiriharjunpuisto,Mössåsparken,Vantaa
884,Hiirilammen puisto,Mösskärrsparken,Vantaa
885,Hiirilammenpolku,Mösskärrsstigen,Vantaa
886,Hiirilammet,Mösspottarna,Vantaa
887,Hiirimäentie,Mössbacksvägen,Vantaa
888,Hiiripolku,Mösstigen,Vantaa
889,Hiirisuonkuja,Mösskärrsgränden,Vantaa
890,Hiirisuontie,Mösskärrsvägen ,Vantaa
891,Hiirivuorenkuja,Mössbergsgränden,Vantaa
892,Hiirivuorenpuisto,Mössbergsparken,Vantaa
893,Hiirivuorentie,Mössbergsvägen,Vantaa
894,Hilleritie,Illervägen,Vantaa
895,Hillilä,Hillilä,Vantaa
896,Himalajantie,Himalajavägen,Vantaa
897,Hiontakuja,Slipgränden,Vantaa
898,Hippakuja,Natagränden,Vantaa
899,Hippapolku,Natastigen,Vantaa
900,Hippiäisentie,Kungsfågelsvägen,Vantaa
901,Hirsikuja,Stockgränden,Vantaa
902,Hirsipolku,Stockstigen,Vantaa
903,Hirsipuisto,Stockparken,Vantaa
904,Hirvastie,Rentjursvägen,Vantaa
905,Hirvikuja,Älggränden,Vantaa
906,Hirvimäentie,Älgbacksvägen,Vantaa
907,Hirvimetsä,Älgskogen,Vantaa
908,Hirvipolku,Älgstigen,Vantaa
909,Hirvitie,Älgvägen,Vantaa
910,Högberget,Högberget,Vantaa
911,Högbergsbackabäcken,Högbergsbackabäcken,Vantaa
912,Hohtimet,Hovtången,Vantaa
913,Hohtimienpolku,Hovtångsstigen,Vantaa
914,Holmakuja,Holmgränden,Vantaa
915,Holmmossen,Holmmossen,Vantaa
916,Hommaksenkuja,Hommasgränden,Vantaa
917,Hommaksentie,Hommasvägen,Vantaa
918,Hommas,Hommas,Vantaa
919,Hongistokuja,Furuskogsgränden,Vantaa
920,Honkakallionkuja,Furubergsgränden,Vantaa
921,Honkamäentie,Furubacksvägen,Vantaa
922,Honkametsä,Tallskogen,Vantaa
923,Honkanummen Hautausmaa,Furumo begravningsplats,Vantaa
924,Honkanummen saksalainen sotilashautausmaa,Furumo tyska soldatbegravningsplats,Vantaa
925,Honkanummenpuisto,Furumoparken,Vantaa
926,Honkanummentie,Furumovägen,Vantaa
927,Honkapuistikko,Lilla Furuparken,Vantaa
928,Honkapuisto,Furuparken,Vantaa
929,Honkasuontunneli,Hongamosstunneln,Vantaa
930,Honkatie,Furuvägen,Vantaa
931,Hoorikinmäki,Hårikbacken,Vantaa
932,Hoorikinmetsä,Hårikskogen,Vantaa
933,Hoorikinoja,Hårikbäcken,Vantaa
934,Hoorikinpolku,Håriksstigen,Vantaa
935,Hoorikki,Hårik,Vantaa
936,Hopeaketunkuja,Silverrävsgränden,Vantaa
937,Hopeaketunpolku,Silverrävsstigen,Vantaa
938,Hopeapajuntie,Silverpilsvägen,Vantaa
939,Hopeasepänkuja,Silversmedsgränden,Vantaa
940,Hopeatie,Silvervägen,Vantaa
941,Horskärret,Horskärret,Vantaa
942,Horslabergen,Horslabergen,Vantaa
943,Horsmakuja,Dunörtsgränden,Vantaa
944,Horsmapolku,Dunörtsstigen,Vantaa
945,Hosantie,Släckruskvägen,Vantaa
946,Hovitie,Hovvägen,Vantaa
947,Höyhenkuja,Dungränden,Vantaa
948,Höyläpolku,Hyvelstigen,Vantaa
949,Höylätie,Hyvelvägen,Vantaa
950,Huberila,Hubers,Vantaa
951,Huberinpolku,Hubers stig,Vantaa
952,Huddingenpolku,Huddingestigen,Vantaa
953,Huddingenpuisto,Huddingeparken,Vantaa
954,Huddingentori,Huddingetorget,Vantaa
955,Huhtakuja,Brännlandsgränden,Vantaa
956,Huhtapolku,Brännlandsstigen,Vantaa
957,Huilukuja,Flöjtgränden,Vantaa
958,Hukanpolku,Vargstigen,Vantaa
959,Huminapiha,Surrgården,Vantaa
960,Huminapolku,Surrstigen,Vantaa
961,Huminatie,Surrvägen,Vantaa
962,Hummapuisto,Hummaparken,Vantaa
963,Hunajakuja,Honungsgränden,Vantaa
964,Huovinkuja,Knektgränden,Vantaa
965,Huovintie,Knektvägen,Vantaa
966,Husaaritie,Husarvägen,Vantaa
967,Husbackankuja,Husbackagränden,Vantaa
968,Husbackanniitty,Husbackaängen,Vantaa
969,Husbackantie,Husbackavägen,Vantaa
970,Huuhkajamäki,Berguvsbacken,Vantaa
971,Huuhkajasuonoja,Hyppjaskärrsbäcken,Vantaa
972,Huuhkajatie,Berguvsvägen,Vantaa
973,Hyasinttipolku,Hyacintstigen,Vantaa
974,Hyljekuja,Sälgränden,Vantaa
975,Hyljepuisto,Sälparken,Vantaa
976,Hyljetie,Sälvägen,Vantaa
977,Hylkeenpesä,Sälboet,Vantaa
978,Hyppjaskärr,Hyppjaskärr,Vantaa
979,Hyppytie,Hoppvägen,Vantaa
980,Hyrräkuja,Snurrgränden,Vantaa
981,Hyrylä,Skavaböle,Vantaa
982,Hyyppä,Hyyppä,Vantaa
983,Ideakuja,Idégränden,Vantaa
984,Iinaa,Iinaa,Vantaa
985,Iinaanniemi,0,Vantaa
986,Ilkankuja,Ilkkagränden,Vantaa
987,Ilkanpolku,Ilkkastigen,Vantaa
988,Ilkanpuisto,Ilkkaparken,Vantaa
989,Ilkantie,Ilkkavägen,Vantaa
990,Illenkäytävä,Illegången,Vantaa
991,Illenkulma,Illeknuten,Vantaa
992,Illenpiha,Illegården,Vantaa
993,Illenpuisto,Illeparken,Vantaa
994,Ilmailuaukio,Flygtorget,Vantaa
995,Ilmailukuja,Luftfartsgränden,Vantaa
996,Ilmarintie,Ilmarivägen,Vantaa
997,Ilola,Gladas,Vantaa
998,Ilolanlammenoja,Gladasdammsbäcken,Vantaa
999,Ilolanlampi,Gladasdammen,Vantaa
1000,Ilolanoja,Ilolabäcken,Vantaa
1001,Ilolanpuisto,Gladasparken,Vantaa
1002,Ilolanrinne,Gladasbrinken,Vantaa
1003,Ilolantie,Gladasvägen,Vantaa
1004,Ilonanpolku,Ilonastigen,Vantaa
1005,Ilopolku,Glädjestigen,Vantaa
1006,Ilopuisto,Glädjeparken,Vantaa
1007,Ilosjoenkuja,Ilosjokigränden,Vantaa
1008,Ilosjoentie,Ilosjokivägen,Vantaa
1009,Ilpolankuja,Ilpolagränden,Vantaa
1010,Ilpolanpuisto,Ilpolaparken,Vantaa
1011,Ilpolantie,Ilpolavägen,Vantaa
1012,Ilponkuja,Ilpogränden,Vantaa
1013,Iltatähdenkuja,Aftonstjärnegränden,Vantaa
1014,Iltatähdentie,Aftonstjärnevägen,Vantaa
1015,Iltatie,Kvällsvägen,Vantaa
1016,Ilvespolku,Lostigen,Vantaa
1017,Ilvespuisto,Loparken,Vantaa
1018,Ilvestie,Lovägen,Vantaa
1019,Immonkuja,Immogränden,Vantaa
1020,Immosmäentie,Immosmäkivägen,Vantaa
1021,Impivaarantie,Impivaaravägen,Vantaa
1022,Inkerintie,Ingervägen,Vantaa
1023,Insinöörinkuja,Ingenjörsgränden,Vantaa
1024,Irmelintie,Irmelivägen,Vantaa
1025,Isännänkuja,Husbondsgränden,Vantaa
1026,Iskoskuja,Stenflisgränden,Vantaa
1027,Iskospolku,Stenflisstigen,Vantaa
1028,Iskostie,Stenflisvägen,Vantaa
1029,Iskostori,Stenflistorget,Vantaa
1030,Ismonkuja,Ismogränden,Vantaa
1031,Ismontie,Ismovägen,Vantaa
1032,Isohaka,Storhagen,Vantaa
1033,Isokaari,Storsvängen,Vantaa
1034,Isokappale,Storstycket,Vantaa
1035,Isonmännynkuja,Stortallsgränden,Vantaa
1036,Isonmännynpuisto,Stortallsparken,Vantaa
1037,Isonmännyntie,Stortallsvägen,Vantaa
1038,Ison-Petaksen tie,Storpetasvägen,Vantaa
1039,Isonsiilinkuja,Storigelkottsgränden,Vantaa
1040,Isontammentie,Storeksvägen,Vantaa
1041,Isopelto,Storåkern,Vantaa
1042,Itä-Hakkila,Östra Haxböle,Vantaa
1043,Itä-Hakkilan kenttä,Östra Haxböle plan,Vantaa
1044,Itä-Hakkilan oja,Östra Haxbölebäcken,Vantaa
1045,Itä-Hakkilan puisto,Östra Haxböle park,Vantaa
1046,Itä-Hakkilan tie,Östra Haxböle vägen,Vantaa
1047,Itäinen huoltotie,Östra servicevägen,Vantaa
1048,Itäinen Vaarinkytö,Östra Fafaskyan,Vantaa
1049,Itäinen Valkoisenlähteentie,Östra Vitbäcksvägen,Vantaa
1050,Itäpellontie,Öståkersvägen,Vantaa
1051,Itäväylä,Österleden,Vantaa
1052,Jaakonkatu,Jaakkogatan,Vantaa
1053,Jaakonkuja,Jakobsgränden,Vantaa
1054,Jaalakuja,Skutgränden,Vantaa
1055,Jadekatu,Jadegatan,Vantaa
1056,Jadekuja,Jadegränden,Vantaa
1057,Jadepolku,Jadestigen,Vantaa
1058,Jahtitie,Jaktvägen,Vantaa
1059,Jäkälätie,Renlavsvägen,Vantaa
1060,Jäkkäräpuisto,Skogsnoppsparken,Vantaa
1061,Jäkkärätie,Skogsnoppsvägen,Vantaa
1062,Jäkkitie,Staggvägen,Vantaa
1063,Jalaskuja,Medgränden,Vantaa
1064,Jalaspolku,Medstigen,Vantaa
1065,Jalaspuisto,Medparken,Vantaa
1066,Jalavakuja,Almgränden,Vantaa
1067,Jalavapuisto,Almparken,Vantaa
1068,Jalavatie,Almvägen,Vantaa
1069,Jäniksenkäpälä,Hartassen,Vantaa
1070,Jänismäentie,Harbacksvägen,Vantaa
1071,Jänkätie,Jänkävägen,Vantaa
1072,Jännekuja,Bågsträngsgränden,Vantaa
1073,Jänönhäntä,Harsvansen,Vantaa
1074,Jänöpolku,Harpaltsstigen,Vantaa
1075,Jänötie,Harpaltsvägen,Vantaa
1076,Jäppilä,Jäppilä,Vantaa
1077,Jasmiinipolku,Jasminstigen,Vantaa
1078,Jäspilänmetsä,Jäspiläskogen,Vantaa
1079,Jaspiskuja,Jaspisgränden,Vantaa
1080,Jelmusa,Jällmossen,Vantaa
1081,Jelmusanoja,Jällmossbäcken,Vantaa
1082,Jelmusantie,Jällmossvägen,Vantaa
1083,Jenkkakuja,Jenkagränden,Vantaa
1084,Jenkkapuisto,Schottisparken,Vantaa
1085,Johans,Johans,Vantaa
1086,Johansinoja,Johansbäcken,Vantaa
1087,Johdinkuja,Kabelgränden,Vantaa
1088,Johdinpuisto,Kabelparken,Vantaa
1089,Johdintie,Kabelvägen,Vantaa
1090,Joikukuja,Joikgränden,Vantaa
1091,Jokimaa,Jokimaa,Vantaa
1092,Jokimaanrinne,Jokimaabrinken,Vantaa
1093,Jokimaantie,Jokimaavägen,Vantaa
1094,Jokiniemen puutarha,Ånäs trädgård,Vantaa
1095,Jokiniemenkatu,Ånäsgatan,Vantaa
1096,Jokiniemenkuja,Ånäsgränden,Vantaa
1097,Jokiniemenranta,Ånässtranden,Vantaa
1098,Jokiniementie,Ånäsvägen,Vantaa
1099,Jokiniemi,Ånäs,Vantaa
1100,Jokipakanpolku,Åbackastigen,Vantaa
1101,Jokiranta,Åstranden,Vantaa
1102,Jokisuontie,Åmossevägen,Vantaa
1103,Jokitie,Åvägen,Vantaa
1104,Jokitörmäntie,Åbrinksvägen,Vantaa
1105,Jokiuomanpuisto,Ådalsparken,Vantaa
1106,Jokiuomapuisto,Ådalsparken,Vantaa
1107,Jokivarrenkuja,Jokivarsigränden,Vantaa
1108,Jokivarrenpuisto,Jokivarsiparken,Vantaa
1109,Jokivarrenvalli,Jokivarsivallen,Vantaa
1110,Jokivarsi,Jokivarsi,Vantaa
1111,Jönsaksenkuja,Jönsasgränden,Vantaa
1112,Jönsaksenpiha,Jönsasgården,Vantaa
